path,emotion,actor
../dataset\Actor_19\03-01-06-01-02-02-19.wav,fearful,Actor_19
../dataset\Actor_19\03-01-06-02-01-01-19.wav,fearful,Actor_19
../dataset\Actor_19\03-01-06-02-01-02-19.wav,fearful,Actor_19
../dataset\Actor_19\03-01-06-02-02-01-19.wav,fearful,Actor_19
../dataset\Actor_19\03-01-06-02-02-02-19.wav,fearful,Actor_19
../dataset\Actor_19\03-01-07-01-01-01-19.wav,disgust,Actor_19
../dataset\Actor_19\03-01-07-01-01-02-19.wav,disgust,Actor_19
../dataset\Actor_19\03-01-07-01-02-01-19.wav,disgust,Actor_19
../dataset\Actor_19\03-01-07-01-02-02-19.wav,disgust,Actor_19
../dataset\Actor_19\03-01-07-02-01-01-19.wav,disgust,Actor_19
../dataset\Actor_19\03-01-07-02-01-02-19.wav,disgust,Actor_19
../dataset\Actor_19\03-01-07-02-02-01-19.wav,disgust,Actor_19
../dataset\Actor_19\03-01-07-02-02-02-19.wav,disgust,Actor_19
../dataset\Actor_19\03-01-08-01-01-01-19.wav,surprised,Actor_19
../dataset\Actor_19\03-01-08-01-01-02-19.wav,surprised,Actor_19
../dataset\Actor_19\03-01-08-01-02-01-19.wav,surprised,Actor_19
../dataset\Actor_19\03-01-08-01-02-02-19.wav,surprised,Actor_19
../dataset\Actor_19\03-01-08-02-01-01-19.wav,surprised,Actor_19
../dataset\Actor_19\03-01-08-02-01-02-19.wav,surprised,Actor_19
../dataset\Actor_19\03-01-08-02-02-01-19.wav,surprised,Actor_19
../dataset\Actor_19\03-01-08-02-02-02-19.wav,surprised,Actor_19
../dataset\Actor_20\03-01-01-01-01-01-20.wav,neutral,Actor_20
../dataset\Actor_20\03-01-01-01-01-02-20.wav,neutral,Actor_20
../dataset\Actor_20\03-01-01-01-02-01-20.wav,neutral,Actor_20
../dataset\Actor_20\03-01-01-01-02-02-20.wav,neutral,Actor_20
../dataset\Actor_20\03-01-02-01-01-01-20.wav,calm,Actor_20
../dataset\Actor_20\03-01-02-01-01-02-20.wav,calm,Actor_20
../dataset\Actor_20\03-01-02-01-02-01-20.wav,calm,Actor_20
../dataset\Actor_20\03-01-02-01-02-02-20.wav,calm,Actor_20
../dataset\Actor_20\03-01-02-02-01-01-20.wav,calm,Actor_20
../dataset\Actor_20\03-01-02-02-01-02-20.wav,calm,Actor_20
../dataset\Actor_20\03-01-02-02-02-01-20.wav,calm,Actor_20
../dataset\Actor_20\03-01-02-02-02-02-20.wav,calm,Actor_20
../dataset\Actor_20\03-01-03-01-01-01-20.wav,happy,Actor_20
../dataset\Actor_20\03-01-03-01-01-02-20.wav,happy,Actor_20
../dataset\Actor_20\03-01-03-01-02-01-20.wav,happy,Actor_20
../dataset\Actor_20\03-01-03-01-02-02-20.wav,happy,Actor_20
../dataset\Actor_20\03-01-03-02-01-01-20.wav,happy,Actor_20
../dataset\Actor_20\03-01-03-02-01-02-20.wav,happy,Actor_20
../dataset\Actor_20\03-01-03-02-02-01-20.wav,happy,Actor_20
../dataset\Actor_20\03-01-03-02-02-02-20.wav,happy,Actor_20
../dataset\Actor_20\03-01-04-01-01-01-20.wav,sad,Actor_20
../dataset\Actor_20\03-01-04-01-01-02-20.wav,sad,Actor_20
../dataset\Actor_20\03-01-04-01-02-01-20.wav,sad,Actor_20
../dataset\Actor_20\03-01-04-01-02-02-20.wav,sad,Actor_20
../dataset\Actor_20\03-01-04-02-01-01-20.wav,sad,Actor_20
../dataset\Actor_20\03-01-04-02-01-02-20.wav,sad,Actor_20
../dataset\Actor_20\03-01-04-02-02-01-20.wav,sad,Actor_20
../dataset\Actor_20\03-01-04-02-02-02-20.wav,sad,Actor_20
../dataset\Actor_20\03-01-05-01-01-01-20.wav,angry,Actor_20
../dataset\Actor_20\03-01-05-01-01-02-20.wav,angry,Actor_20
../dataset\Actor_20\03-01-05-01-02-01-20.wav,angry,Actor_20
../dataset\Actor_20\03-01-05-01-02-02-20.wav,angry,Actor_20
../dataset\Actor_20\03-01-05-02-01-01-20.wav,angry,Actor_20
../dataset\Actor_20\03-01-05-02-01-02-20.wav,angry,Actor_20
../dataset\Actor_20\03-01-05-02-02-01-20.wav,angry,Actor_20
../dataset\Actor_20\03-01-05-02-02-02-20.wav,angry,Actor_20
../dataset\Actor_20\03-01-06-01-01-01-20.wav,fearful,Actor_20
../dataset\Actor_20\03-01-06-01-01-02-20.wav,fearful,Actor_20
../dataset\Actor_20\03-01-06-01-02-01-20.wav,fearful,Actor_20
../dataset\Actor_20\03-01-06-01-02-02-20.wav,fearful,Actor_20
../dataset\Actor_20\03-01-06-02-01-01-20.wav,fearful,Actor_20
../dataset\Actor_20\03-01-06-02-01-02-20.wav,fearful,Actor_20
../dataset\Actor_20\03-01-06-02-02-01-20.wav,fearful,Actor_20
../dataset\Actor_20\03-01-06-02-02-02-20.wav,fearful,Actor_20
../dataset\Actor_20\03-01-07-01-01-01-20.wav,disgust,Actor_20
../dataset\Actor_20\03-01-07-01-01-02-20.wav,disgust,Actor_20
../dataset\Actor_20\03-01-07-01-02-01-20.wav,disgust,Actor_20
../dataset\Actor_20\03-01-07-01-02-02-20.wav,disgust,Actor_20
../dataset\Actor_20\03-01-07-02-01-01-20.wav,disgust,Actor_20
../dataset\Actor_20\03-01-07-02-01-02-20.wav,disgust,Actor_20
../dataset\Actor_20\03-01-07-02-02-01-20.wav,disgust,Actor_20
../dataset\Actor_20\03-01-07-02-02-02-20.wav,disgust,Actor_20
../dataset\Actor_20\03-01-08-01-01-01-20.wav,surprised,Actor_20
../dataset\Actor_20\03-01-08-01-01-02-20.wav,surprised,Actor_20
../dataset\Actor_20\03-01-08-01-02-01-20.wav,surprised,Actor_20
../dataset\Actor_20\03-01-08-01-02-02-20.wav,surprised,Actor_20
../dataset\Actor_20\03-01-08-02-01-01-20.wav,surprised,Actor_20
../dataset\Actor_20\03-01-08-02-01-02-20.wav,surprised,Actor_20
../dataset\Actor_20\03-01-08-02-02-01-20.wav,surprised,Actor_20
../dataset\Actor_20\03-01-08-02-02-02-20.wav,surprised,Actor_20
../dataset\Actor_21\03-01-01-01-01-01-21.wav,neutral,Actor_21
../dataset\Actor_21\03-01-01-01-01-02-21.wav,neutral,Actor_21
../dataset\Actor_21\03-01-01-01-02-01-21.wav,neutral,Actor_21
../dataset\Actor_21\03-01-01-01-02-02-21.wav,neutral,Actor_21
../dataset\Actor_21\03-01-02-01-01-01-21.wav,calm,Actor_21
../dataset\Actor_21\03-01-02-01-01-02-21.wav,calm,Actor_21
../dataset\Actor_21\03-01-02-01-02-01-21.wav,calm,Actor_21
../dataset\Actor_21\03-01-02-01-02-02-21.wav,calm,Actor_21
../dataset\Actor_21\03-01-02-02-01-01-21.wav,calm,Actor_21
../dataset\Actor_21\03-01-02-02-01-02-21.wav,calm,Actor_21
../dataset\Actor_21\03-01-02-02-02-01-21.wav,calm,Actor_21
../dataset\Actor_21\03-01-02-02-02-02-21.wav,calm,Actor_21
../dataset\Actor_21\03-01-03-01-01-01-21.wav,happy,Actor_21
../dataset\Actor_21\03-01-03-01-01-02-21.wav,happy,Actor_21
../dataset\Actor_21\03-01-03-01-02-01-21.wav,happy,Actor_21
../dataset\Actor_21\03-01-03-01-02-02-21.wav,happy,Actor_21
../dataset\Actor_21\03-01-03-02-01-01-21.wav,happy,Actor_21
../dataset\Actor_21\03-01-03-02-01-02-21.wav,happy,Actor_21
../dataset\Actor_21\03-01-03-02-02-01-21.wav,happy,Actor_21
../dataset\Actor_21\03-01-03-02-02-02-21.wav,happy,Actor_21
../dataset\Actor_21\03-01-04-01-01-01-21.wav,sad,Actor_21
../dataset\Actor_21\03-01-04-01-01-02-21.wav,sad,Actor_21
../dataset\Actor_21\03-01-04-01-02-01-21.wav,sad,Actor_21
../dataset\Actor_21\03-01-04-01-02-02-21.wav,sad,Actor_21
../dataset\Actor_21\03-01-04-02-01-01-21.wav,sad,Actor_21
../dataset\Actor_21\03-01-04-02-01-02-21.wav,sad,Actor_21
../dataset\Actor_21\03-01-04-02-02-01-21.wav,sad,Actor_21
../dataset\Actor_21\03-01-04-02-02-02-21.wav,sad,Actor_21
../dataset\Actor_21\03-01-05-01-01-01-21.wav,angry,Actor_21
../dataset\Actor_21\03-01-05-01-01-02-21.wav,angry,Actor_21
../dataset\Actor_21\03-01-05-01-02-01-21.wav,angry,Actor_21
../dataset\Actor_21\03-01-05-01-02-02-21.wav,angry,Actor_21
../dataset\Actor_21\03-01-05-02-01-01-21.wav,angry,Actor_21
../dataset\Actor_21\03-01-05-02-01-02-21.wav,angry,Actor_21
../dataset\Actor_21\03-01-05-02-02-01-21.wav,angry,Actor_21
../dataset\Actor_21\03-01-05-02-02-02-21.wav,angry,Actor_21
../dataset\Actor_21\03-01-06-01-01-01-21.wav,fearful,Actor_21
../dataset\Actor_21\03-01-06-01-01-02-21.wav,fearful,Actor_21
../dataset\Actor_21\03-01-06-01-02-01-21.wav,fearful,Actor_21
../dataset\Actor_21\03-01-06-01-02-02-21.wav,fearful,Actor_21
../dataset\Actor_21\03-01-06-02-01-01-21.wav,fearful,Actor_21
../dataset\Actor_21\03-01-06-02-01-02-21.wav,fearful,Actor_21
../dataset\Actor_21\03-01-06-02-02-01-21.wav,fearful,Actor_21
../dataset\Actor_21\03-01-06-02-02-02-21.wav,fearful,Actor_21
../dataset\Actor_21\03-01-07-01-01-01-21.wav,disgust,Actor_21
../dataset\Actor_21\03-01-07-01-01-02-21.wav,disgust,Actor_21
../dataset\Actor_21\03-01-07-01-02-01-21.wav,disgust,Actor_21
../dataset\Actor_21\03-01-07-01-02-02-21.wav,disgust,Actor_21
../dataset\Actor_21\03-01-07-02-01-01-21.wav,disgust,Actor_21
../dataset\Actor_21\03-01-07-02-01-02-21.wav,disgust,Actor_21
../dataset\Actor_21\03-01-07-02-02-01-21.wav,disgust,Actor_21
../dataset\Actor_21\03-01-07-02-02-02-21.wav,disgust,Actor_21
../dataset\Actor_21\03-01-08-01-01-01-21.wav,surprised,Actor_21
../dataset\Actor_21\03-01-08-01-01-02-21.wav,surprised,Actor_21
../dataset\Actor_21\03-01-08-01-02-01-21.wav,surprised,Actor_21
../dataset\Actor_21\03-01-08-01-02-02-21.wav,surprised,Actor_21
../dataset\Actor_21\03-01-08-02-01-01-21.wav,surprised,Actor_21
../dataset\Actor_21\03-01-08-02-01-02-21.wav,surprised,Actor_21
../dataset\Actor_21\03-01-08-02-02-01-21.wav,surprised,Actor_21
../dataset\Actor_21\03-01-08-02-02-02-21.wav,surprised,Actor_21
../dataset\Actor_22\03-01-01-01-01-01-22.wav,neutral,Actor_22
../dataset\Actor_22\03-01-01-01-01-02-22.wav,neutral,Actor_22
../dataset\Actor_22\03-01-01-01-02-01-22.wav,neutral,Actor_22
../dataset\Actor_22\03-01-01-01-02-02-22.wav,neutral,Actor_22
../dataset\Actor_22\03-01-02-01-01-01-22.wav,calm,Actor_22
../dataset\Actor_22\03-01-02-01-01-02-22.wav,calm,Actor_22
../dataset\Actor_22\03-01-02-01-02-01-22.wav,calm,Actor_22
../dataset\Actor_22\03-01-02-01-02-02-22.wav,calm,Actor_22
../dataset\Actor_22\03-01-02-02-01-01-22.wav,calm,Actor_22
../dataset\Actor_22\03-01-02-02-01-02-22.wav,calm,Actor_22
../dataset\Actor_22\03-01-02-02-02-01-22.wav,calm,Actor_22
../dataset\Actor_22\03-01-02-02-02-02-22.wav,calm,Actor_22
../dataset\Actor_22\03-01-03-01-01-01-22.wav,happy,Actor_22
../dataset\Actor_22\03-01-03-01-01-02-22.wav,happy,Actor_22
../dataset\Actor_22\03-01-03-01-02-01-22.wav,happy,Actor_22
../dataset\Actor_22\03-01-03-01-02-02-22.wav,happy,Actor_22
../dataset\Actor_22\03-01-03-02-01-01-22.wav,happy,Actor_22
../dataset\Actor_22\03-01-03-02-01-02-22.wav,happy,Actor_22
../dataset\Actor_22\03-01-03-02-02-01-22.wav,happy,Actor_22
../dataset\Actor_22\03-01-03-02-02-02-22.wav,happy,Actor_22
../dataset\Actor_22\03-01-04-01-01-01-22.wav,sad,Actor_22
../dataset\Actor_22\03-01-04-01-01-02-22.wav,sad,Actor_22
../dataset\Actor_22\03-01-04-01-02-01-22.wav,sad,Actor_22
../dataset\Actor_22\03-01-04-01-02-02-22.wav,sad,Actor_22
../dataset\Actor_22\03-01-04-02-01-01-22.wav,sad,Actor_22
../dataset\Actor_22\03-01-04-02-01-02-22.wav,sad,Actor_22
../dataset\Actor_22\03-01-04-02-02-01-22.wav,sad,Actor_22
../dataset\Actor_22\03-01-04-02-02-02-22.wav,sad,Actor_22
../dataset\Actor_22\03-01-05-01-01-01-22.wav,angry,Actor_22
../dataset\Actor_22\03-01-05-01-01-02-22.wav,angry,Actor_22
../dataset\Actor_22\03-01-05-01-02-01-22.wav,angry,Actor_22
../dataset\Actor_22\03-01-05-01-02-02-22.wav,angry,Actor_22
../dataset\Actor_22\03-01-05-02-01-01-22.wav,angry,Actor_22
../dataset\Actor_22\03-01-05-02-01-02-22.wav,angry,Actor_22
../dataset\Actor_22\03-01-05-02-02-01-22.wav,angry,Actor_22
../dataset\Actor_22\03-01-05-02-02-02-22.wav,angry,Actor_22
../dataset\Actor_22\03-01-06-01-01-01-22.wav,fearful,Actor_22
../dataset\Actor_22\03-01-06-01-01-02-22.wav,fearful,Actor_22
../dataset\Actor_22\03-01-06-01-02-01-22.wav,fearful,Actor_22
../dataset\Actor_22\03-01-06-01-02-02-22.wav,fearful,Actor_22
../dataset\Actor_22\03-01-06-02-01-01-22.wav,fearful,Actor_22
../dataset\Actor_22\03-01-06-02-01-02-22.wav,fearful,Actor_22
../dataset\Actor_22\03-01-06-02-02-01-22.wav,fearful,Actor_22
../dataset\Actor_22\03-01-06-02-02-02-22.wav,fearful,Actor_22
../dataset\Actor_22\03-01-07-01-01-01-22.wav,disgust,Actor_22
../dataset\Actor_22\03-01-07-01-01-02-22.wav,disgust,Actor_22
../dataset\Actor_22\03-01-07-01-02-01-22.wav,disgust,Actor_22
../dataset\Actor_22\03-01-07-01-02-02-22.wav,disgust,Actor_22
../dataset\Actor_22\03-01-07-02-01-01-22.wav,disgust,Actor_22
../dataset\Actor_22\03-01-07-02-01-02-22.wav,disgust,Actor_22
../dataset\Actor_22\03-01-07-02-02-01-22.wav,disgust,Actor_22
../dataset\Actor_22\03-01-07-02-02-02-22.wav,disgust,Actor_22
../dataset\Actor_22\03-01-08-01-01-01-22.wav,surprised,Actor_22
../dataset\Actor_22\03-01-08-01-01-02-22.wav,surprised,Actor_22
../dataset\Actor_22\03-01-08-01-02-01-22.wav,surprised,Actor_22
../dataset\Actor_22\03-01-08-01-02-02-22.wav,surprised,Actor_22
../dataset\Actor_22\03-01-08-02-01-01-22.wav,surprised,Actor_22
../dataset\Actor_22\03-01-08-02-01-02-22.wav,surprised,Actor_22
../dataset\Actor_22\03-01-08-02-02-01-22.wav,surprised,Actor_22
../dataset\Actor_22\03-01-08-02-02-02-22.wav,surprised,Actor_22
../dataset\Actor_23\03-01-01-01-01-01-23.wav,neutral,Actor_23
../dataset\Actor_23\03-01-01-01-01-02-23.wav,neutral,Actor_23
../dataset\Actor_23\03-01-01-01-02-01-23.wav,neutral,Actor_23
../dataset\Actor_23\03-01-01-01-02-02-23.wav,neutral,Actor_23
../dataset\Actor_23\03-01-02-01-01-01-23.wav,calm,Actor_23
../dataset\Actor_23\03-01-02-01-01-02-23.wav,calm,Actor_23
../dataset\Actor_23\03-01-02-01-02-01-23.wav,calm,Actor_23
../dataset\Actor_23\03-01-02-01-02-02-23.wav,calm,Actor_23
../dataset\Actor_23\03-01-02-02-01-01-23.wav,calm,Actor_23
../dataset\Actor_23\03-01-02-02-01-02-23.wav,calm,Actor_23
../dataset\Actor_23\03-01-02-02-02-01-23.wav,calm,Actor_23
../dataset\Actor_23\03-01-02-02-02-02-23.wav,calm,Actor_23
../dataset\Actor_23\03-01-03-01-01-01-23.wav,happy,Actor_23
../dataset\Actor_23\03-01-03-01-01-02-23.wav,happy,Actor_23
../dataset\Actor_23\03-01-03-01-02-01-23.wav,happy,Actor_23
../dataset\Actor_23\03-01-03-01-02-02-23.wav,happy,Actor_23
../dataset\Actor_23\03-01-03-02-01-01-23.wav,happy,Actor_23
../dataset\Actor_23\03-01-03-02-01-02-23.wav,happy,Actor_23
../dataset\Actor_23\03-01-03-02-02-01-23.wav,happy,Actor_23
../dataset\Actor_23\03-01-03-02-02-02-23.wav,happy,Actor_23
../dataset\Actor_23\03-01-04-01-01-01-23.wav,sad,Actor_23
../dataset\Actor_23\03-01-04-01-01-02-23.wav,sad,Actor_23
../dataset\Actor_23\03-01-04-01-02-01-23.wav,sad,Actor_23
../dataset\Actor_23\03-01-04-01-02-02-23.wav,sad,Actor_23
../dataset\Actor_23\03-01-04-02-01-01-23.wav,sad,Actor_23
../dataset\Actor_23\03-01-04-02-01-02-23.wav,sad,Actor_23
../dataset\Actor_23\03-01-04-02-02-01-23.wav,sad,Actor_23
../dataset\Actor_23\03-01-04-02-02-02-23.wav,sad,Actor_23
../dataset\Actor_23\03-01-05-01-01-01-23.wav,angry,Actor_23
../dataset\Actor_23\03-01-05-01-01-02-23.wav,angry,Actor_23
../dataset\Actor_23\03-01-05-01-02-01-23.wav,angry,Actor_23
../dataset\Actor_23\03-01-05-01-02-02-23.wav,angry,Actor_23
../dataset\Actor_23\03-01-05-02-01-01-23.wav,angry,Actor_23
../dataset\Actor_23\03-01-05-02-01-02-23.wav,angry,Actor_23
../dataset\Actor_23\03-01-05-02-02-01-23.wav,angry,Actor_23
../dataset\Actor_23\03-01-05-02-02-02-23.wav,angry,Actor_23
../dataset\Actor_23\03-01-06-01-01-01-23.wav,fearful,Actor_23
../dataset\Actor_23\03-01-06-01-01-02-23.wav,fearful,Actor_23
../dataset\Actor_23\03-01-06-01-02-01-23.wav,fearful,Actor_23
../dataset\Actor_23\03-01-06-01-02-02-23.wav,fearful,Actor_23
../dataset\Actor_23\03-01-06-02-01-01-23.wav,fearful,Actor_23
../dataset\Actor_23\03-01-06-02-01-02-23.wav,fearful,Actor_23
../dataset\Actor_23\03-01-06-02-02-01-23.wav,fearful,Actor_23
../dataset\Actor_23\03-01-06-02-02-02-23.wav,fearful,Actor_23
../dataset\Actor_23\03-01-07-01-01-01-23.wav,disgust,Actor_23
../dataset\Actor_23\03-01-07-01-01-02-23.wav,disgust,Actor_23
../dataset\Actor_23\03-01-07-01-02-01-23.wav,disgust,Actor_23
../dataset\Actor_23\03-01-07-01-02-02-23.wav,disgust,Actor_23
../dataset\Actor_23\03-01-07-02-01-01-23.wav,disgust,Actor_23
../dataset\Actor_23\03-01-07-02-01-02-23.wav,disgust,Actor_23
../dataset\Actor_23\03-01-07-02-02-01-23.wav,disgust,Actor_23
../dataset\Actor_23\03-01-07-02-02-02-23.wav,disgust,Actor_23
../dataset\Actor_23\03-01-08-01-01-01-23.wav,surprised,Actor_23
../dataset\Actor_23\03-01-08-01-01-02-23.wav,surprised,Actor_23
../dataset\Actor_23\03-01-08-01-02-01-23.wav,surprised,Actor_23
../dataset\Actor_23\03-01-08-01-02-02-23.wav,surprised,Actor_23
../dataset\Actor_23\03-01-08-02-01-01-23.wav,surprised,Actor_23
../dataset\Actor_23\03-01-08-02-01-02-23.wav,surprised,Actor_23
../dataset\Actor_23\03-01-08-02-02-01-23.wav,surprised,Actor_23
../dataset\Actor_23\03-01-08-02-02-02-23.wav,surprised,Actor_23
../dataset\Actor_24\03-01-01-01-01-01-24.wav,neutral,Actor_24
../dataset\Actor_24\03-01-01-01-01-02-24.wav,neutral,Actor_24
../dataset\Actor_24\03-01-01-01-02-01-24.wav,neutral,Actor_24
../dataset\Actor_24\03-01-01-01-02-02-24.wav,neutral,Actor_24
../dataset\Actor_24\03-01-02-01-01-01-24.wav,calm,Actor_24
../dataset\Actor_24\03-01-02-01-01-02-24.wav,calm,Actor_24
../dataset\Actor_24\03-01-02-01-02-01-24.wav,calm,Actor_24
../dataset\Actor_24\03-01-02-01-02-02-24.wav,calm,Actor_24
../dataset\Actor_24\03-01-02-02-01-01-24.wav,calm,Actor_24
../dataset\Actor_24\03-01-02-02-01-02-24.wav,calm,Actor_24
../dataset\Actor_24\03-01-02-02-02-01-24.wav,calm,Actor_24
../dataset\Actor_24\03-01-02-02-02-02-24.wav,calm,Actor_24
../dataset\Actor_24\03-01-03-01-01-01-24.wav,happy,Actor_24
../dataset\Actor_24\03-01-03-01-01-02-24.wav,happy,Actor_24
../dataset\Actor_24\03-01-03-01-02-01-24.wav,happy,Actor_24
../dataset\Actor_24\03-01-03-01-02-02-24.wav,happy,Actor_24
../dataset\Actor_24\03-01-03-02-01-01-24.wav,happy,Actor_24
../dataset\Actor_24\03-01-03-02-01-02-24.wav,happy,Actor_24
../dataset\Actor_24\03-01-03-02-02-01-24.wav,happy,Actor_24
../dataset\Actor_24\03-01-03-02-02-02-24.wav,happy,Actor_24
../dataset\Actor_24\03-01-04-01-01-01-24.wav,sad,Actor_24
../dataset\Actor_24\03-01-04-01-01-02-24.wav,sad,Actor_24
../dataset\Actor_24\03-01-04-01-02-01-24.wav,sad,Actor_24
../dataset\Actor_24\03-01-04-01-02-02-24.wav,sad,Actor_24
../dataset\Actor_24\03-01-04-02-01-01-24.wav,sad,Actor_24
../dataset\Actor_24\03-01-04-02-01-02-24.wav,sad,Actor_24
../dataset\Actor_24\03-01-04-02-02-01-24.wav,sad,Actor_24
../dataset\Actor_24\03-01-04-02-02-02-24.wav,sad,Actor_24
../dataset\Actor_24\03-01-05-01-01-01-24.wav,angry,Actor_24
../dataset\Actor_24\03-01-05-01-01-02-24.wav,angry,Actor_24
../dataset\Actor_24\03-01-05-01-02-01-24.wav,angry,Actor_24
../dataset\Actor_24\03-01-05-01-02-02-24.wav,angry,Actor_24
../dataset\Actor_24\03-01-05-02-01-01-24.wav,angry,Actor_24
../dataset\Actor_24\03-01-05-02-01-02-24.wav,angry,Actor_24
../dataset\Actor_24\03-01-05-02-02-01-24.wav,angry,Actor_24
../dataset\Actor_24\03-01-05-02-02-02-24.wav,angry,Actor_24
../dataset\Actor_24\03-01-06-01-01-01-24.wav,fearful,Actor_24
../dataset\Actor_24\03-01-06-01-01-02-24.wav,fearful,Actor_24
../dataset\Actor_24\03-01-06-01-02-01-24.wav,fearful,Actor_24
../dataset\Actor_24\03-01-06-01-02-02-24.wav,fearful,Actor_24
../dataset\Actor_24\03-01-06-02-01-01-24.wav,fearful,Actor_24
../dataset\Actor_24\03-01-06-02-01-02-24.wav,fearful,Actor_24
../dataset\Actor_24\03-01-06-02-02-01-24.wav,fearful,Actor_24
../dataset\Actor_24\03-01-06-02-02-02-24.wav,fearful,Actor_24
../dataset\Actor_24\03-01-07-01-01-01-24.wav,disgust,Actor_24
../dataset\Actor_24\03-01-07-01-01-02-24.wav,disgust,Actor_24
../dataset\Actor_24\03-01-07-01-02-01-24.wav,disgust,Actor_24
../dataset\Actor_24\03-01-07-01-02-02-24.wav,disgust,Actor_24
../dataset\Actor_24\03-01-07-02-01-01-24.wav,disgust,Actor_24
../dataset\Actor_24\03-01-07-02-01-02-24.wav,disgust,Actor_24
../dataset\Actor_24\03-01-07-02-02-01-24.wav,disgust,Actor_24
../dataset\Actor_24\03-01-07-02-02-02-24.wav,disgust,Actor_24
../dataset\Actor_24\03-01-08-01-01-01-24.wav,surprised,Actor_24
../dataset\Actor_24\03-01-08-01-01-02-24.wav,surprised,Actor_24
../dataset\Actor_24\03-01-08-01-02-01-24.wav,surprised,Actor_24
../dataset\Actor_24\03-01-08-01-02-02-24.wav,surprised,Actor_24
../dataset\Actor_24\03-01-08-02-01-01-24.wav,surprised,Actor_24
../dataset\Actor_24\03-01-08-02-01-02-24.wav,surprised,Actor_24
../dataset\Actor_24\03-01-08-02-02-01-24.wav,surprised,Actor_24
../dataset\Actor_24\03-01-08-02-02-02-24.wav,surprised,Actor_24
